0,26.276918049689538
1,23.509835176937283
2,21.671224640994012
3,19.69198896425447
4,17.958113360578327
5,16.958426788813455
6,15.923103147146941
7,14.808508008575116
8,14.141999699476717
9,13.361613122100778
10,12.726324194902602
11,11.871450055349953
12,11.224881556544531
13,10.568287966708006
14,10.191022882327918
15,9.92275281654039
16,9.724454770417003
17,9.635588063421373
18,9.545936179060666
19,9.450865986288726
20,9.348932658345586
21,9.278554221792314
22,9.111968527671927
23,9.051972393054893
24,8.914190573659619
25,8.76665906499297
26,8.661017978501015
27,8.572980960323303
28,8.585593332414815
29,8.662475649011498
30,8.722529947148466
31,8.708268328485293
32,8.786585834167223
33,8.78409537976152
34,8.785558010249577
35,8.685871875488417
36,8.790919837737174
37,8.728167503673046
38,8.643392227700385
39,8.51426103823902
40,8.440198403642745
41,8.386607769044536
42,8.367550093955261
43,8.36557204151031
44,8.321247960808686
45,8.311915009684531
46,8.327904618085475
47,8.314024167602573
48,8.325739073958923
49,8.33998660270101
50,8.345151652719059
51,8.357049388295994
52,8.41505237316155
53,8.345630650354863
54,8.342652205592762
55,8.353451853104882
56,8.42143880462247
57,8.434350105699997
58,8.395704789286064
59,8.345321634933557
60,8.302188308119264
61,8.302914296010833
62,8.300785288270767
63,8.301700750586667
64,8.333588310224403
65,8.31177339866828
66,8.332644075754663
67,8.311382559718256
68,8.303813249247252
69,8.312936715537424
70,8.327852256806572
71,8.308951828082604
72,8.298673204959396
73,8.296665244573244
74,8.310391810231138
75,8.301178815347791
76,8.296375830581336
77,8.315661869384428
78,8.305823475373218
79,8.328560834499736
80,8.325311845947141
81,8.308613185006465
82,8.298397896666156
83,8.295361108071482
84,8.295335892142543
85,8.31102716983969
86,8.32353773773112
87,8.303145124618526
88,8.33003761378632
89,8.313365757805254
90,8.309551156719584
91,8.339804162618735
92,8.355107937508906
93,8.37164992849194
94,8.349754926753427
95,8.307584949587476
96,8.30103250586881
97,8.30956603208315
98,8.311170243344849
99,8.298727944916227
100,8.308725466158094
101,8.305250207023404
102,8.293701596102467
103,8.295031091028648
104,8.294847250508788
105,8.295313603245562
106,8.315413634754044
107,8.325320722908938
108,8.31136294844307
109,8.307825058731703
110,8.30419679988356
111,8.300952058848493
112,8.292469385051112
113,8.331728800591268
114,8.303791922647887
115,8.31655697760698
116,8.299519710586813
117,8.306733709374225
118,8.356205560019657
119,8.320934967744115
120,8.31328782497059
121,8.296063119156495
122,8.307950779670396
123,8.32563139524661
124,8.292100930071783
125,8.292480607374394
126,8.29419034395402
127,8.296306560404933
128,8.302235265676346
129,8.293901727055106
130,8.293061670401274
131,8.297808787041342
132,8.290842414425628
133,8.29559671362671
134,8.314029702093542
135,8.315907483972186
136,8.331472004177456
137,8.36254482124464
138,8.426110218937783
139,8.376161713736344
140,8.43272187827022
141,8.291031584221239
142,8.294460628849354
143,8.29076617544192
144,8.297529469660308
145,8.315947631893945
146,8.307029034841113
147,8.308445966826156
148,8.334213062692653
149,8.514423462985075
150,8.618536346022264
151,8.548877843075047
152,8.505303286786663
153,8.546780943655792
154,8.493811650686302
155,8.469025714548694
156,8.490234803383927
157,8.389900121544217
158,8.381053152892415
159,8.36975550829586
160,8.417005125561879
161,8.329531636205589
162,8.322722835729552
163,8.302479968733401
164,8.3226181684166
165,8.32536945784031
166,8.300178614464233
167,8.294094590879373
168,8.291859123760366
169,8.306400445699204
170,8.292098405982834
171,8.293725897007619
172,8.30352752687556
173,8.28702684862984
174,8.289755136670179
175,8.288585316751528
176,8.311190581923505
177,8.294281078450586
178,8.298504174557783
179,8.305309663369318
180,8.307253363705449
181,8.292442160434938
182,8.291748985783038
183,8.29624578001464
184,8.290215634945852
185,8.294601130564592
186,8.29390373415581
187,8.299612633372673
188,8.322098713259916
189,8.31932685280114
190,8.287611858311655
191,8.28663269130558
192,8.287468710172769
193,8.309242486055487
194,8.301707742173583
195,8.307425271283297
196,8.32463142748742
197,8.33727920105657
198,8.387170498287071
199,8.479810320994973
